run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,0,0,0,22.35057020187378,None,Listen to the question and speak out your answer!,37.35114502906799,None,37.34834833145142,39.351438999176025,Ich muss mein Versprechen halten.,halten,38.73452994823456,40.66798710823059,41.08470389842987,None,53.935414052009584,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Jul_01_1246/rec_QA_run_00_block_000_trial_000.wav,00,00,,A1,False,False,False,False,False,False,False,True,True,True,True,No,No,No,No,No,No,2020_Jul_01_1246,nibs_stage_1,3.2.3,60.02796522236932,
0,0,0,0,0,0,0,0,1,0,1,0,,,Listen to the question and speak out your answer!,56.36888909339905,None,56.35065672397614,58.35234022140503,"Es ist nicht erlaubt für alle Autos, vor dem Notausgang zu parken.",parken,57.73553512096405,None,62.219108080863954,None,72.9363219499588,None,74.33650612831116,None,./data/Subject_00/Session_00/Exp_data/2020_Jul_01_1246/rec_QA_run_00_block_000_trial_001.wav,00,00,,A1,False,False,False,False,False,False,False,True,True,True,True,No,No,No,No,No,No,2020_Jul_01_1246,nibs_stage_1,3.2.3,60.02796522236932,
