pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,18.48941922187805,None,18.471718788146973,20.472763061523438,Die Zähne werden geputzt und der Bart rasiert.,19.872656106948853,None,21.27281379699707,22.272897005081177,34.07359981536865,35.07373309135437,35.47397303581238,None,./data/Subject_00/Session_00/Exp_data/2020_Jul_05_0830/rec_cali_de_pre_trial_000.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_05_0830,nibs_stage_1,3.2.3,59.99224762959116,
1,0,1,0,,,,,,38.508270025253296,None,38.489893436431885,40.49073505401611,Früher haben in Europa und Asien Neandertaler gelebt.,39.874139070510864,57.47521615028381,41.27402377128601,None,54.07491159439087,None,55.47504806518555,57.47521615028381,./data/Subject_00/Session_00/Exp_data/2020_Jul_05_0830/rec_cali_de_pre_trial_001.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_05_0830,nibs_stage_1,3.2.3,59.99224762959116,
