pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,12.38326907157898,None,12.366855382919312,14.366639137268066,Die Zähne werden geputzt und der Bart rasiert.,13.7501060962677,None,15.149935841560364,16.14984917640686,27.949997782707214,None,29.350032091140747,None,./data/Subject_00/Session_00/Exp_data/2020_Aug_07_0816/rec_cali_de_pre_trial_000.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Aug_07_0816,nibs_stage_1,3.2.3,60.047043462948615,
1,0,1,0,,,,,,32.38322114944458,None,32.36672604084015,34.36676812171936,Früher haben in Europa und Asien Neandertaler gelebt.,33.76684808731079,51.36717700958252,35.16677367687225,None,47.966949820518494,None,49.3670220375061,51.36717700958252,./data/Subject_00/Session_00/Exp_data/2020_Aug_07_0816/rec_cali_de_pre_trial_001.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Aug_07_0816,nibs_stage_1,3.2.3,60.047043462948615,
