pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,26.99623990058899,None,26.98119854927063,28.99637508392334,Die Zähne werden geputzt und der Bart rasiert.,28.363007068634033,None,29.76304817199707,None,42.56415414810181,None,43.96423697471619,None,./data/Subject_00/Session_00/Exp_data/2020_Aug_10_0749/rec_cali_de_pre_trial_000.wav,,,,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Aug_10_0749,nibs_stage_1,3.2.3,59.99156116936447,
1,0,1,0,,,,,,46.997848987579346,None,46.982120752334595,48.981302976608276,Früher haben in Europa und Asien Neandertaler gelebt.,48.3811731338501,65.98243999481201,49.78139114379883,None,62.56572127342224,63.56573700904846,63.965739011764526,65.96576809883118,./data/Subject_00/Session_00/Exp_data/2020_Aug_10_0749/rec_cali_de_pre_trial_001.wav,,,,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Aug_10_0749,nibs_stage_1,3.2.3,59.99156116936447,
,,,,,,,,,,,,,,,,,,,,,,,"Please keep relaxed and close your eyes.
",72.01589298248291,82.01630711555481,,,,,,,,,,,,,,,,,,,,,,,,,,,
