pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,18.23278498649597,None,18.218698382377625,20.233057975769043,Die Zähne werden geputzt und der Bart rasiert.,19.599771976470947,None,20.99973256587982,None,33.800431561470035,None,35.20053696632385,None,./data/Subject_00/Session_00/Exp_data/2020_Jul_19_1320/rec_cali_de_pre_trial_000.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_19_1320,nibs_stage_1,3.2.3,60.015424878124854,
1,0,1,0,,,,,,38.250574827194214,None,38.23604805469513,40.25087094306946,Früher haben in Europa und Asien Neandertaler gelebt.,39.61746287345886,57.21856379508972,41.01748640537262,42.01763391494751,53.818367552757266,None,55.21843194961548,57.21856379508972,./data/Subject_00/Session_00/Exp_data/2020_Jul_19_1320/rec_cali_de_pre_trial_001.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_19_1320,nibs_stage_1,3.2.3,60.015424878124854,
