pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,32.47166705131531,None,32.473433589935304,34.488104820251465,Die Zähne werden geputzt und der Bart rasiert.,33.85481595993042,None,35.25480625629425,None,48.05530736446381,None,49.455421924591064,None,./data/Subject_00/Session_00/Exp_data/2020_Aug_06_0819/rec_cali_de_pre_trial_000.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Aug_06_0819,nibs_stage_1,3.2.3,60.012419409763254,
1,0,1,0,,,,,,52.48864984512329,None,52.473494267463686,54.48901605606079,Früher haben in Europa und Asien Neandertaler gelebt.,53.872453927993774,71.47309589385986,55.25596115589142,None,68.05651113986968,None,69.4565098285675,71.45656490325928,./data/Subject_00/Session_00/Exp_data/2020_Aug_06_0819/rec_cali_de_pre_trial_001.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Aug_06_0819,nibs_stage_1,3.2.3,60.012419409763254,
