pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,17.212288856506348,None,17.212063813209532,19.212471961975098,Die Zähne werden geputzt und der Bart rasiert.,18.595712900161743,None,19.995843958854675,20.99592399597168,32.79645283222199,33.79658794403076,34.19660782814026,None,./data/Subject_00/Session_00/Exp_data/2020_Jul_01_1217/rec_cali_de_pre_trial_000.wav,00,00,,A1,False,False,False,False,True,False,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_01_1217,nibs_stage_1,3.2.3,60.00391985751175,
