pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,41.56023693084717,None,41.55965881347656,43.56018376350403,Die Zähne werden geputzt und der Bart rasiert.,42.94356679916382,None,44.34356679916382,None,57.14428582191467,None,58.54448986053467,None,./data/Subject_00/Session_00/Exp_data/2020_Jul_06_0825/rec_cali_de_pre_trial_000.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_06_0825,nibs_stage_1,3.2.3,59.99876978535615,
1,0,1,0,,,,,,61.578547954559326,None,61.56099119186401,63.56168580055237,Früher haben in Europa und Asien Neandertaler gelebt.,62.961710929870605,80.56285691261292,64.3617567062378,None,77.14594569206238,None,78.54622793197632,80.54619097709656,./data/Subject_00/Session_00/Exp_data/2020_Jul_06_0825/rec_cali_de_pre_trial_001.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_06_0825,nibs_stage_1,3.2.3,59.99876978535615,
