pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,27.59285616874695,None,27.592750167846678,29.59312915802002,Die Zähne werden geputzt und der Bart rasiert.,28.9597589969635,None,30.359892749786376,None,43.160697841644286,None,44.56081509590149,None,./data/Subject_00/Session_00/Exp_data/2020_Aug_05_0813/rec_cali_de_pre_trial_000.wav,,,,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Aug_05_0813,nibs_stage_1,3.2.3,59.96925976074086,
1,0,1,0,,,,,,47.61109113693237,None,47.5942081451416,49.59473013877869,Früher haben in Europa und Asien Neandertaler gelebt.,48.994760036468506,66.59572315216064,50.394772911071776,None,63.17899384498596,None,64.57906103134155,66.57905197143555,./data/Subject_00/Session_00/Exp_data/2020_Aug_05_0813/rec_cali_de_pre_trial_001.wav,,,,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Aug_05_0813,nibs_stage_1,3.2.3,59.96925976074086,
,,,,,,,,,,,,,,,,,,,,,,,"Please keep relaxed and open your eyes.
Note: Blinking is allowed.",72.6309859752655,82.64604902267456,,,,,,,,,,,,,,,,,,,,,,,,,,,
