pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,13.832345962524414,None,13.816285729408264,15.816062927246094,Die Zähne werden geputzt und der Bart rasiert.,15.216163873672485,None,16.616127276420592,None,29.416841292381285,None,30.81692600250244,None,./data/Subject_00/Session_00/Exp_data/2020_Jul_14_0817/rec_cali_de_pre_trial_000.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_14_0817,nibs_stage_1,3.2.3,60.015424878124854,
1,0,1,0,,,,,,33.85030794143677,None,33.8339200258255,35.83411478996277,Früher haben in Europa und Asien Neandertaler gelebt.,35.23386096954346,52.83499789237976,36.633861327171324,37.634028911590576,49.41831233501434,None,50.81819200515747,52.818317890167236,./data/Subject_00/Session_00/Exp_data/2020_Jul_14_0817/rec_cali_de_pre_trial_001.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_14_0817,nibs_stage_1,3.2.3,60.015424878124854,
