pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,29.855350017547607,None,29.847841596603395,31.855531930923462,Die Zähne werden geputzt und der Bart rasiert.,31.255558013916016,None,32.65560646057129,None,45.45637841224671,None,46.85650706291199,None,./data/Subject_00/Session_00/Exp_data/2020_Jul_29_0724/rec_cali_de_pre_trial_000.wav,,,,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_29_0724,nibs_stage_1,3.2.3,59.99121794514219,
1,0,1,0,,,,,,49.873202085494995,None,49.85965104103089,51.87333393096924,Früher haben in Europa und Asien Neandertaler gelebt.,51.23988199234009,68.84115314483643,52.640065383911136,53.640300035476685,65.44080443382263,66.44084000587463,66.84092497825623,68.84115314483643,./data/Subject_00/Session_00/Exp_data/2020_Jul_29_0724/rec_cali_de_pre_trial_001.wav,,,,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_29_0724,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,,,,,,,,,,,,,,,,"Please keep relaxed and close your eyes.
",74.8930070400238,84.89191913604736,,,,,,,,,,,,,,,,,,,,,,,,,,,
