pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,74.03584098815918,None,74.02242588996887,76.03619289398193,Die Zähne werden geputzt und der Bart rasiert.,75.40273189544678,None,76.80301129817963,None,89.60397827625275,90.60373497009277,91.00377607345581,None,./data/Subject_00/Session_00/Exp_data/2020_Jul_21_1230/rec_cali_de_pre_trial_000.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_21_1230,nibs_stage_1,3.2.3,59.97174640395779,
1,0,1,0,,,,,,94.03716111183167,None,94.02198112010956,96.0374550819397,Früher haben in Europa und Asien Neandertaler gelebt.,95.40442109107971,113.005215883255,96.82074534893036,None,109.60553228855133,None,111.00524592399597,113.005215883255,./data/Subject_00/Session_00/Exp_data/2020_Jul_21_1230/rec_cali_de_pre_trial_001.wav,00,00,,A1,False,False,False,False,True,False,True,True,True,False,True,True,No,No,No,No,No,No,2020_Jul_21_1230,nibs_stage_1,3.2.3,59.97174640395779,
