run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,filename,the_end_text.started,the_end_text.stopped,the_end_text.text,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,0,0,0,0,,63.98824691772461,None,63.96771030426025,65.97167897224426,Das Gegenteil von schwarz ist weiß.,65.35490107536316,82.9556930065155,66.75503416061402,67.75513505935669,79.55549116134644,None,80.95558905601501,82.9556930065155,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_000.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,1,0,1,0,,86.00592708587646,None,85.98817081451416,87.98928499221802,Schwarzfahren ist ein strafbares Vergehen.,87.38925004005432,104.99027109146118,88.78922624588013,None,101.59000225067139,None,102.97342300415039,104.97350597381592,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_001.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,2,0,2,0,,108.0237340927124,None,108.00600571632386,110.0071530342102,Howard Carter hat viele Schätze im Grab von Tutanchamun gefunden.,109.40732502937317,127.00802707672119,110.80714721679688,None,123.6078311920166,None,125.00789904594421,127.00802707672119,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_002.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,3,0,3,0,,130.04155707359314,None,130.02382369041442,132.02491903305054,"Wo Licht ist, ist auch Schatten.",131.4250249862671,149.02582097053528,132.82497115135192,133.82501006126404,145.6256691932678,None,147.02584099769592,149.02582097053528,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_003.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,4,0,4,0,,152.0593020915985,None,152.0416187763214,154.0427529811859,Er verkauft Herren- und Damenschuhe.,153.44270300865173,171.0438630580902,154.84278531074523,None,167.62670226097106,168.626855134964,169.02716612815857,171.0271999835968,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_004.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,5,0,5,0,,174.07725405693054,None,174.0596816062927,176.06084299087524,Manche Politiker wollen den Frieden auf Erden sichern.,175.4607539176941,193.0617320537567,176.8611051559448,None,189.66152520179747,None,191.06148099899292,193.0617320537567,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_005.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,6,0,6,0,,196.0951840877533,None,196.07771677970885,198.07854509353638,In Österreich gibt es eine richtige Kaffeehauskultur.,197.4785771369934,215.07949900627136,198.87864418029784,None,211.67928833961486,None,213.0795760154724,215.07949900627136,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_006.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,7,0,7,0,,218.11293697357178,None,218.0953056335449,220.09642505645752,Im Frühling besuchen viele Touristen unserer Hauptstadt.,219.49664497375488,237.09725713729858,220.89647216796874,None,233.69705719947814,None,235.09722208976746,237.09725713729858,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_007.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,8,0,8,0,,240.13099312782288,None,240.11312980651854,242.1142430305481,Zu Weihnachten hat die Familie einen großen Weihnachtsbaum.,241.51420307159424,259.1151280403137,242.91428322792052,None,255.7149302482605,None,257.11501693725586,259.1151280403137,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_008.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,9,0,9,0,,262.14862298965454,None,262.1308626651764,264.13202714920044,Durch ein Fernrohr kann man manchmal sogar die Venus sehen.,263.5328140258789,281.1329650878906,264.932143163681,None,277.7328142642975,None,279.13303804397583,281.1329650878906,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1924/rec_cali_de_post_trial_009.wav,,,,09,01,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_06_1924,nibs_stage_1,3.2.3,60.023326402195835,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.14959692955017,None," This experiment is finished. 
Thanks for your participation.",,,,,,,,,,,,,,,,,,,,,,,,,,,
