run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,artifact_trial.thisRepN,artifact_trial.thisTrialN,artifact_trial.thisN,artifact_trial.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,Artifact_intro_title.started,Artifact_intro_title.stopped,Artifact_intro_text.text,Artifact_intro_text.started,Artifact_intro_text.stopped,Artifact_intro_audio.started,Artifact_intro_audio.stopped,Artifact_intro_cont.started,Artifact_intro_cont.stopped,Artifact_rec_text.text,Artifact_rec_text.started,Artifact_rec_text.stopped,Artifact_rec_beep_hint.started,Artifact_rec_beep_hint.stopped,Artifact_rec_action.started,Artifact_rec_action.stopped,Artifact_rec_beep_start.started,Artifact_rec_beep_start.stopped,Artifact_rec_recording.started,Artifact_rec_recording.stopped,Artifact_rec_beep_end.started,Artifact_rec_beep_end.stopped,Artifact_rec_break.started,Artifact_rec_break.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
2,0,2,0,0,0,0,0,,,,,,,,,Please remain seated until further instruction via the earphone.,61.71848392486572,None,63.752089977264404,None,"  - Task: Artifacts collection   
  - Please follow audio instruction              
",63.752089977264404,None,63.73430917263031,None,90.11998391151428,None,,92.15360593795776,None,92.13580915927886,94.1368339061737,93.5367777109146,None,96.93689367771148,None,98.33705661296844,108.33763384819031,108.73764464855194,None,110.13772487640381,111.13771486282349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,114.154709815979,None,114.15364716053008,116.15475487709045,115.53798768520355,None,118.9381587266922,None,120.33824274539947,130.33876991271973,130.7386877298355,131.7387900352478,132.13881587982178,133.13882899284363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,136.17256498336792,136.17256498336792,136.1547341108322,138.15581393241882,137.55596063137054,None,140.95596573352813,None,142.35594460964202,152.35647296905518,152.75677773952484,153.75663304328918,154.15671491622925,155.1567678451538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,158.1738679409027,None,158.17259213924407,160.17366003990173,159.55694053173065,None,162.9571125268936,None,164.3571986913681,174.3576958179474,174.7576715707779,175.75779700279236,176.15783882141113,177.1579089164734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,180.19133591651917,180.19133591651917,180.17370722293853,182.17456889152527,181.57477853298187,None,184.97478458881378,None,186.37478563785552,196.3753960132599,196.77541563510894,None,198.175390958786,199.17552590370178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,202.1928470134735,None,202.19141528606414,204.19289088249207,203.57605860233306,None,206.97607371807098,None,208.37618658542632,218.37667393684387,218.77667067050933,None,220.1767828464508,221.17677903175354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,224.21033191680908,224.21033191680908,224.1926922559738,226.1934130191803,225.59337875843048,None,228.9937076330185,None,230.3937046289444,240.39422488212585,240.7942435503006,None,242.1942319869995,243.1943700313568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,246.21176481246948,None,246.2102772951126,248.21129894256592,247.59458372592925,250.59475588798523,250.99467060565948,None,252.3948557138443,262.3952729701996,262.7952897310257,None,264.1954448223114,265.19549798965454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,268.2291269302368,268.2291269302368,268.21129224300387,270.21234703063965,269.6123807191849,272.61254501342773,273.01255176067355,None,274.41253969669344,284.41312885284424,284.81315371990206,None,286.21322298049927,287.2132589817047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,290.2306308746338,None,290.22913525104525,292.230211019516,291.61348459720614,294.61366081237793,295.0136017560959,296.0137279033661,296.41376373767855,306.4143648147583,306.81427857875826,None,308.2143540382385,309.2144010066986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Aug_06_1817,nibs_stage_1,3.2.3,60.00022888270905,
