text_2.started,text_2.stopped,Continue_ins.started,Continue_ins.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue_rsintro.started,Continue_rsintro.stopped,RS_rec_txt.started,RS_rec_txt.stopped,text.started,text.stopped,cont_rsrec.started,cont_rsrec.stopped,Cali_intro_txt.started,Cali_intro_txt.stopped,Cali_DE_5.started,Cali_DE_5.stopped,cont_de.started,cont_de.stopped,session,participant,date,expName,psychopyVersion,frameRate,
6.813370943069458,None,11.797096967697144,None,13.213746070861816,27.247894048690796,13.213746070861816,27.247894048690796,13.213653516769408,None,27.21437096595764,None,28.647725105285645,38.68350410461426,37.632302045822144,38.64998006820679,38.64998006820679,None,40.23202395439148,63.28300595283508,40.21509952545166,None,63.2331919670105,None,,,,,,,
