text_2.started,text_2.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue.started,Continue.stopped,session,participant,date,expName,psychopyVersion,frameRate,
6.742922067642212,None,11.743359088897705,25.74410390853882,11.743359088897705,25.74410390853882,11.74325954914093,None,25.727370977401733,30.727680921554565,,,,,,,
