text_2.started,text_2.stopped,Continue_ins.started,Continue_ins.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue_rsintro.started,Continue_rsintro.stopped,Recording_2.started,Recording_2.stopped,text.started,text.stopped,cont_rsrec.started,cont_rsrec.stopped,session,participant,date,expName,psychopyVersion,frameRate,
7.8707170486450195,None,12.854408979415894,None,13.620934009552002,27.638334035873413,13.620934009552002,27.638334035873413,13.60442774295807,None,27.605306148529053,None,28.688493967056274,38.72234106063843,37.67305612564087,38.68947410583496,38.68947410583496,None,,,,,,,
