text_2.started,text_2.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue.started,Continue.stopped,Recording.started,Recording.stopped,session,participant,date,expName,psychopyVersion,frameRate,
6.806600713729859,None,6.822329044342041,None,6.822329044342041,None,6.82327311038971,None,20.80646586418152,None,None,None,,,,,,,
