text_2.started,text_2.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,text.started,text.stopped,session,participant,date,expName,psychopyVersion,frameRate,
7.677916049957275,None,9.994816064834595,None,9.994816064834595,None,9.978334259986877,None,23.99559211730957,None,,,,,,,
