text_2.started,text_2.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue.started,Continue.stopped,Recording.started,Recording.stopped,session,participant,date,expName,psychopyVersion,frameRate,
6.8027119636535645,None,7.836246967315674,None,7.836246967315674,None,7.819652199745178,None,21.836812019348145,None,None,None,,,,,,,
