text_2.started,text_2.stopped,Resting_state.started,Resting_state.stopped,text_4.started,text_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,
7.062718725204467,None,7.080050945281982,None,11.963828086853027,12.063925981521606,,,,,,,
