text_2.started,text_2.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue.started,Continue.stopped,Recording.started,Recording.stopped,session,participant,date,expName,psychopyVersion,frameRate,
6.754364967346191,None,8.337814092636108,None,8.337814092636108,None,8.32116596698761,None,22.321882963180542,None,None,None,,,,,,,
