instruction_text.started,instruction_text.stopped,cont_instruction.started,cont_instruction.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.5537691116333,None,13.537111043930054,None,15.587924003601074,38.58920907974243,15.587924003601074,38.58920907974243,15.571308898925782,None,38.572312116622925,None,,,,,,,
