text_2.started,text_2.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue.started,Continue.stopped,Recording.started,Recording.stopped,session,participant,date,expName,psychopyVersion,frameRate,
6.866193056106567,None,11.88308596611023,None,11.88308596611023,None,11.866580176353455,None,25.867312121391297,None,None,None,,,,,,,
