run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,filename,the_end_text.started,the_end_text.stopped,the_end_text.text,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,0,0,0,0,,65.95718693733215,None,65.92814087867737,67.94054698944092,Einige NGOs schützen die Rechte der Menschen.,67.32385492324829,84.92468595504761,68.72408413887024,None,81.52452325820923,None,82.92467904090881,84.92468595504761,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_000.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,1,0,1,0,,87.97467684745789,None,87.95943069458008,89.97488689422607,Meine Rosen haben einen sehr dünnen Stamm.,89.35815501213074,106.95898699760437,90.75823616981506,None,103.55882024765015,None,104.958988904953,106.95898699760437,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_001.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,2,0,2,0,,109.99255585670471,None,109.9768636226654,111.97586393356323,Dieser Supermarkt hat nur am Tage geöffnet.,111.37581396102905,128.97683787345886,112.77599024772644,None,125.57658505439758,None,126.96003985404968,128.96009492874146,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_002.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,3,0,3,0,,132.01030492782593,None,131.99470257759094,134.01042699813843,"Ich glaube, es geht um eine Puppe.",133.3769760131836,150.97798085212708,134.77714323997498,None,147.57784724235535,None,148.97791194915771,150.97798085212708,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_003.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,4,0,4,0,,154.02814102172852,None,154.0125026702881,156.01158094406128,In der Küche steht noch das schumutzige Geschirr vom Frühstück.,155.41154885292053,173.01246094703674,156.81163120269775,None,169.61230325698853,None,171.01270389556885,173.01246094703674,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_004.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,5,0,5,0,,176.0461928844452,None,176.0303156375885,178.0293960571289,Durch die Klimaveränderung steigen die Temperaturen auf der Erde.,177.42936897277832,195.03027987480164,178.82942914962769,None,191.6301121711731,None,193.03017902374268,195.03027987480164,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_005.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,6,0,6,0,,198.06375098228455,None,198.04823064804077,200.04734897613525,Die Zähne werden geputzt und der Bart rasiert.,199.4473090171814,217.04824805259705,200.84739708900452,None,213.64807415008545,None,215.0481400489807,217.04824805259705,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_006.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,7,0,7,0,,220.0815658569336,None,220.06605052947998,222.06533885002136,Entweder hat mir jemand die Geldtasche gestohlen oder ich habe sie verloren.,221.4649748802185,239.06630086898804,222.86536717414856,223.86542105674744,235.6658811569214,None,237.06600284576416,239.06630086898804,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_007.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,8,0,8,0,,242.0996458530426,None,242.08401560783386,244.09982585906982,"In der Schule lernen die Kinder lesen, schreiben und rechnen.",243.48319387435913,261.1003818511963,244.88302421569824,None,257.6835310459137,None,259.10027503967285,261.1339068412781,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_008.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,9,0,9,0,,264.134712934494,None,264.1181707382202,266.13398003578186,Ich bürste dir die Haare.,265.534059047699,283.16836404800415,266.91736221313477,267.9340660572052,279.7180151939392,None,281.1347589492798,283.16836404800415,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1925/rec_cali_de_post_trial_009.wav,,,,01,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_16_1925,nibs_stage_1,3.2.3,59.9966241828663,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.16998291015625,None," This experiment is finished. 
Thanks for your participation.",,,,,,,,,,,,,,,,,,,,,,,,,,,
