run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,artifact_trial.thisRepN,artifact_trial.thisTrialN,artifact_trial.thisN,artifact_trial.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,Artifact_rec_text.text,Artifact_rec_text.started,Artifact_rec_text.stopped,Artifact_rec_beep_hint.started,Artifact_rec_beep_hint.stopped,Artifact_rec_action.started,Artifact_rec_action.stopped,Artifact_rec_beep_start.started,Artifact_rec_beep_start.stopped,Artifact_rec_recording.started,Artifact_rec_recording.stopped,Artifact_rec_beep_end.started,Artifact_rec_beep_end.stopped,Artifact_rec_break.started,Artifact_rec_break.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
2,0,2,0,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1169.3497059345245,None,1169.3325009822845,1171.332473039627,Nach der Party mussten wir das Haus aufräumen.,aufräumen,1170.715775346756,None,1173.865944480896,None,1185.8998983860015,None,1187.2999539375305,1188.300029039383,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_015.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1190.3838169574738,None,1190.367034959793,1192.3669140338898,Ich habe die Zitrone in Scheiben geschnitten.,geschnitten,1191.7502125263213,None,1194.7004145145415,None,1206.9514273166656,None,1208.3510689735413,1209.3511400222778,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_016.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1211.4358620643616,None,1211.4180210113525,1213.4345529079437,Diese Grafik hat die Ergebnisse deutlich dargestellt.,dargestellt,1212.8178344726562,None,1216.4181602954864,None,1228.0020044803618,None,1229.4021561145782,1230.4023790359497,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_017.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1232.4690299034119,None,1232.452594089508,1234.4524788856506,"Der Arzt sagt, mein Knie ist in Ordnung, aber meine Beine scheinen gebrochen zu sein.",scheinen,1233.835742330551,None,1239.5193453788756,None,1249.0529683589934,1250.0696930885315,1250.469754934311,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_018.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1253.603991985321,None,1253.5866577148436,1255.6033051013947,"Als das Spiel unentschieden endete, wurde es um zweimal 15 Minuten verlängert.",endete,1254.986609315872,None,1260.4535604476928,None,1270.1873854160308,None,1271.6041359901428,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_019.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1274.6709659099579,None,1274.637761545181,1276.671056985855,"Thomas hat schon so kurze Haare, er muss sich nicht kämmen.",kämmen,1276.0543554782867,None,1279.8545573711394,1280.8712680339813,1291.2551494598388,None,1292.671993970871,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_020.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1295.7059559822083,None,1295.6721405506132,1297.7055549621582,Sie brauchen ein ärztliches Zeugnis.,brauchen,1297.0555773735045,None,1299.8889363765716,None,1312.2562445163726,None,1313.6729910373688,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_021.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1316.7570009231567,None,1316.7233820438385,1318.7569880485535,Toni fliegt mit dem Flugzeug nach.,fliegt,1318.1065925121306,1320.4568510055542,1320.840034341812,1321.8566899299622,1333.3074053287505,None,1334.7240810394287,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_022.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1337.7912170886993,None,1337.7743421077728,1339.7912719249725,Sein Versprechen klingt glaubwürdig.,klingt,1339.17430934906,1341.457722902298,1341.8410533428191,None,1354.3750883102416,None,1355.7918589115143,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_023.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1358.8593120574951,None,1358.8255407333372,1360.8587670326233,Wir sind mit dem Jeep auf Safari in Kenia gefahren.,gefahren,1360.2420753002166,1363.625680923462,1364.0089465141295,1365.025645017624,1375.4428823947906,None,1376.8596420288086,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_000_trial_024.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1380.8769800662994,None,,,,,,,,,,,,,,,,,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1402.7110619544983,None,1402.6778676033018,1404.7110528945923,Ist der Tisch schon gedeckt?,gedeckt,1404.0943754673003,1405.644541978836,1406.0277923107146,None,1419.295145368576,None,1420.7119019031525,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_000.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1423.7621290683746,None,1423.7288280010223,1425.762288093567,Das Sprachinstitut bietet Kurse für Anfänger an.,bietet,1425.11203250885,1428.3956220149994,1428.8123215198516,None,1440.312910413742,None,1441.7296590805054,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_001.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1444.79656291008,None,1444.7799580574035,1446.796494960785,Die Kinder basteln Puppen aus Filz und Watte.,basteln,1446.1798814296722,1449.130054950714,1449.4800513744353,None,1461.3473564147948,None,1462.7640979290009,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_002.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1465.8316071033478,None,1465.7977015495298,1467.8310821056366,Ich habe seine Telefonnummer auf einem Zettel notiert.,notiert,1467.2146295070647,None,1470.814628458023,None,1482.415160512924,None,1483.8319919109344,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_003.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1486.8662440776825,None,1486.8488200187683,1488.8655099868774,Ich möchte mir ein Buch aus der Bibliothek leihen.,leihen,1488.2488044261931,None,1491.515657520294,None,1503.4329803943633,None,1504.8497290611267,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_004.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1507.9338641166687,None,1507.9002399921417,1509.933315038681,"Sie müssen mehr bezahlen, es fehlen noch ein paar Cent.",fehlen,1509.2833543777465,1512.6334490776062,1513.0501423835753,None,1524.4842623233794,None,1525.9008359909058,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_005.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1528.96972489357,None,1528.951109933853,1530.9677588939667,Ich habe gerade meine Bewerbung bei der Universität eingereicht. ,eingereicht,1530.3510583400725,None,1534.5179635047912,None,1545.5519774913787,None,1546.968589067459,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_006.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1550.036968946457,None,1550.018896150589,1552.0355761051178,"Doris ist leider zu spät gekommen, die Apotheke hat heute schon geschlossen.",geschlossen,1551.3855353355407,1556.06911110878,1556.4858025074004,None,1566.5863305091857,None,1568.0030980110168,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_007.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1571.070025920868,None,1571.036727619171,1573.0701169967651,Alkoholsucht schadet der Gesundheit.,schadet,1572.4536474704742,1574.9701170921326,1575.3534923553466,None,1587.654142475128,1588.6708629131317,1589.0708799362183,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_008.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1592.1047439575195,None,1592.0878320217132,1594.1044940948486,Karneval wird jedes Jahr im Februar oder im März gefeiert.,gefeiert,1593.454477405548,None,1597.688025331497,None,1608.655292367935,None,1610.0720191001892,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_009.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1613.139081954956,None,1613.1056067466734,1615.1389560699463,Das Experiment hat eine Woche lang gedauert.,gedauert,1614.5223544597625,1617.3060328960419,1617.6558304786681,None,1629.7230943202972,None,1631.1398899555206,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_010.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1634.1746768951416,None,1634.1568141460418,1636.1733930110931,"Um eine Kreditkarte zu bewerben, muss man älter als 18 werden. ",bewerben,1635.5567074775695,None,1639.9902683258056,None,1650.7575553417205,None,1652.1743729114532,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_011.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1655.241975069046,None,1655.2245829582214,1657.241189956665,Taktlose Fragen machen mich wütend.,machen,1656.5911634922027,None,1659.557911491394,None,1671.7918864250182,None,1673.2087140083313,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_012.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1676.2767748832703,None,1676.2590799808502,1678.2756578922272,"Ich glaube nicht, dass es regnen wird, aber ich werde für alle Fälle einen Schirm mitnehmen.",glaube,1677.658970451355,None,1683.1591614246367,None,1692.8597744464873,1693.8765170574188,1694.276526927948,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_013.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1697.3434538841248,None,1697.3100966930388,1699.3434500694275,Die Kellnerin schenkte den Kunden Wein nach.,schenkte,1698.7267564296722,None,1701.8269053459167,None,1713.9108963966369,None,1715.3276240825653,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_014.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1718.3947620391846,None,1718.3612355709074,1720.394553899765,Ich gehe gerne alles in dem Geschäft um die Ecke einkaufen.,einkaufen,1719.777871465683,1723.2280430793762,1723.6113923549651,None,1734.9786923885345,None,1736.395404100418,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_015.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1739.429626941681,None,1739.3957147121428,1741.4290390014648,Alle diese Probleme scheinen in dieselbe große Frage zu münden.,scheinen,1740.8123203277587,None,1745.2458745002746,1746.2625920772552,1756.0131355285644,None,1757.4299569129944,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_016.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1760.463459968567,None,1760.4301235198973,1762.463515996933,Leni bewegt beim Lesen die Lippen.,bewegt,1761.8136993408202,1763.9968810081482,1764.4136754035949,None,1777.014219379425,1778.0310308933258,1778.4310190677643,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_017.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1781.48180103302,None,1781.4480172157287,1783.4812760353088,"Ich geht auf das Postamt, um ein Paket meinem Freund zu schicken.",schicken,1782.8312214374541,1786.714749097824,1787.1314383506774,None,1798.0320163726806,None,1799.4487969875336,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_018.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1802.5166161060333,None,1802.4990430355072,1804.515683889389,"Wie schmeckt Iris die Melone, die ich im Geschäft gekauft habe?",schmeckt,1803.8990264892577,None,1808.1659973621367,None,1819.099804496765,None,1820.5165259838104,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_019.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1823.5833740234375,None,1823.5502357006071,1825.5834848880768,Ich würde sofort meinen Job kündigen und nie mehr arbeiten.,kündigen,1824.9667893409728,1828.5169758796692,1828.9003273010253,None,1840.1676083564757,None,1841.5843288898468,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_020.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1844.6181070804596,None,1844.601262140274,1846.617966890335,Ein Regenbogen besteht aus vielen Farben.,besteht,1846.0012343883513,None,1849.06808552742,None,1861.202060317993,1862.218770980835,1862.618805885315,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_021.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1865.6862919330597,None,1865.6523825645445,1867.6857080459595,Ich schicke die Dateien als E-Mail-Anhang.,schicke,1867.0690234661101,1869.5858159065247,1869.9691685199737,None,1882.2532373428344,None,1883.6699640750885,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_022.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1886.7374820709229,None,1886.703522634506,1888.7368268966675,Charles Darwin hat die Natur erforscht.,erforscht,1888.1202183723449,1890.537537097931,1890.8869415283202,None,1903.3209362983703,None,1904.7376289367676,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_023.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1907.7713708877563,None,1907.738054704666,1909.7713038921356,"Die Augen meines Sohnes glänzten, als er das Geschenk sah.",sah,1909.1545034408568,None,1913.0214525222777,None,1924.355404472351,1925.3722219467163,1925.7721140384674,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1407/rec_QA_run_02_block_001_trial_024.wav,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1929.789046049118,None,,,,,,,,,,,,,,,,,,,,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please remain seated until further instruction via the earphone.,126.64463901519775,None,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_03_1407,nibs_stage_1,3.2.3,59.9966241828663,
