run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,62.28583097457886,None,"Please keep relaxed and open your eyes.
Note: Blinking is allowed.",248.67855215072632,428.6881101131439,432.0715801715851,None,Listen to the question and speak out your answer!,460.706670999527,None,460.68743841648103,462.7062711715698,Es besteht eine starke Verbindung zwischen Musik und Kunst.,besteht,462.08952114582064,None,466.0563971757889,467.0731270313263,477.2903251409531,None,478.70705914497375,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_000.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,Listen to the question and speak out your answer!,481.7749819755554,None,481.75621168613435,483.77400302886963,Wir leben in dem universalen Weltall.,leben,483.15727112293246,None,486.05743000507357,None,498.3580651044846,None,499.7748100757599,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_001.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,Listen to the question and speak out your answer!,502.90851306915283,None,502.8906267404557,504.9084050655365,Sonja nimmt ihren Tee mit Milch und Zucker.,nimmt,504.29170606136324,None,507.42517898082735,None,519.4758300542832,520.492537021637,520.8925650119781,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_002.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,Listen to the question and speak out your answer!,523.9600050449371,None,523.92500872612,525.9595100879669,Du darfst diese Bücher aufeinander liegen.,liegen,525.3428940534592,None,528.1763620138169,529.192990064621,540.5436069726944,541.5603070259094,541.9604179859161,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_003.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,Listen to the question and speak out your answer!,544.9771771430969,None,544.9594158649445,546.9772281646729,"Da hier nur sehr wenige Parkplätze sind, nur Anwohner dürfen in dieser Straße parken.",parken,546.3605329751969,551.5441420078278,551.9275159597397,None,561.5613219499588,None,562.9780790805817,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_004.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,Listen to the question and speak out your answer!,566.0449230670929,None,566.0272406816483,568.0449960231781,Das Zimmer kostet ein Hundert Euro pro Nacht.,kostet,567.4283900022507,570.3117911815643,570.6618730783463,None,582.6290821790695,583.6458840370178,584.0459070205688,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_005.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,Listen to the question and speak out your answer!,587.0808341503143,None,587.061711716652,589.0794720649719,An der Tankstelle kann man Benzin in den Tank füllen.,füllen,588.4628000020981,591.4796330928802,591.8629510164261,None,603.6636290311814,None,605.0803389549255,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_006.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,Listen to the question and speak out your answer!,608.1137270927429,None,608.0961126565934,610.1139140129089,"Ich habe das Formular ausgefüllt, um mich für den Kurs anzumelden.",ausgefüllt,609.4972240686417,None,613.9974570035935,None,624.6979701280594,None,626.1146731376648,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_007.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,Listen to the question and speak out your answer!,629.1988170146942,None,629.1637746572495,631.1982979774475,Bald wird in den USA ein neuer Präsident gewählt.,gewählt,630.5482361078263,None,634.0817451238632,635.0983781814575,645.7489890813828,None,647.1657571792603,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_008.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,Listen to the question and speak out your answer!,650.2326710224152,None,650.2148567914963,652.2327761650085,"Mein Ziel ist, in der Prüfung gute Ergebnisse zu bekommen.",bekommen,651.6159841775894,655.2328600883484,655.6161811113358,None,666.816784119606,None,668.2334930896759,None,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1310/rec_QA_run_00_block_000_trial_009.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_03_1310,nibs_stage_1,3.2.3,59.99130375082958,
