run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
1,0,1,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,107.42669892311096,None,"Please keep relaxed and close your eyes.
",293.8363299369812,473.84595012664795,477.2461669445038,None,Listen to the question and speak out your answer!,500.2473621368408,None,500.23220090866084,502.2474501132965,"Du kannst den Hund streicheln, er wird dich nicht beißen.",beißen,501.61412193775175,504.597608089447,505.01426389217374,506.01448798179626,516.8148787260055,None,518.2149729728699,519.2151300907135,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_000.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,1,0,1,0,,,,,,,,,Listen to the question and speak out your answer!,521.3493411540985,None,521.3327013492584,523.332034111023,Ich habe meine Schuhe für die Hochzeit geputzt.,geputzt,522.7151928186416,None,525.7486918210983,None,537.9159069299698,538.9160189628601,539.3160691261292,540.3162469863892,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_001.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,2,0,2,0,,,,,,,,,Listen to the question and speak out your answer!,542.3672749996185,None,542.3503275156021,544.3496789932251,Der Mitarbeiter wurde für seinen Fleiß und seine harte Arbeit belohnt.,belohnt,543.7329359292984,547.7664849758148,548.183164858818,None,558.9337387323379,559.9338519573212,560.3337769508362,561.3338420391083,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_002.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,3,0,3,0,,,,,,,,,Listen to the question and speak out your answer!,563.40043592453,None,563.3848453044891,565.4005949497223,Der Test dauert nur fünfzehn Minuten.,dauert,564.7838168382644,None,567.6006348371506,None,579.9848199129104,580.9848899841309,581.3848040103912,582.3849351406097,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_003.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,4,0,4,0,,,,,,,,,Listen to the question and speak out your answer!,584.4364550113678,None,584.419258403778,586.4184629917145,"Wir mussten ein amtliches Formular ausfüllen, als wir geheiratet haben.",ausfüllen,585.8017728567123,590.1019849777222,590.5186918020248,None,601.0025868654251,None,602.4026489257812,603.4026839733124,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_004.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,5,0,5,0,,,,,,,,,Listen to the question and speak out your answer!,605.4695210456848,None,605.4536862850189,607.4529149532318,"Es gibt viele Vorteile, wenn man die öffentlichen Verkehrsmittel benutzt.",benutzt,606.8362527132034,None,611.4698097944259,None,622.037002825737,None,623.4371471405029,624.4370560646057,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_005.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,6,0,6,0,,,,,,,,,Listen to the question and speak out your answer!,626.5040490627289,None,626.4881113052368,628.4873189926147,Bitte zerstören Sie nicht die Natur!,zerstören,627.8873028993606,None,630.5707957983017,None,643.0880797147751,None,644.4880740642548,645.4881920814514,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_006.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,7,0,7,0,,,,,,,,,Listen to the question and speak out your answer!,647.5215859413147,None,647.5225153446197,649.5381970405579,Sie besichtigen die Sehenswürdigkeiten.,besichtigen,648.9048469305038,None,651.754917883873,652.7550411224365,664.1057007551193,None,665.5056440830231,666.5057499408722,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_007.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,8,0,8,0,,,,,,,,,Listen to the question and speak out your answer!,668.5725870132446,None,668.5568192481994,670.5559780597687,An der nächsten Kreuzung müssen Sie rechts abbiegen.,abbiegen,669.9558537244797,None,673.1727547883987,674.1728210449219,685.1567309141159,None,686.5568959712982,687.5567700862885,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_008.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,9,0,9,0,,,,,,,,,Listen to the question and speak out your answer!,689.6071610450745,None,689.5910933494567,691.5903780460358,Er hat meine Sympathie gewonnen.,gewonnen,690.9904647111892,692.8570499420166,693.2738158941269,None,706.1911638021469,None,707.5913150310516,708.5911779403687,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_009.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,10,0,10,0,,,,,,,,,Listen to the question and speak out your answer!,710.6415510177612,None,710.6255012035369,712.6247990131378,Rom wurde nicht an einem Tag erbaut.,erbaut,712.0081227064132,714.3418951034546,714.7583089113235,None,727.2089598417282,728.2089359760284,728.6091160774231,729.6090271472931,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_010.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
1,0,1,0,0,0,0,0,11,0,11,0,,,,,,,,,Listen to the question and speak out your answer!,731.6759541034698,None,731.6601403236389,733.6592221260071,Ich habe mich dieses Semester für einen sehr einfachen Kurs angemeldet.,angemeldet,733.0591998338699,None,737.542697930336,None,748.2600038290024,749.260046005249,749.6600141525269,750.6600730419159,./data/Subject_03/Session_00/Exp_data/2020_Jul_03_1339/rec_QA_run_01_block_000_trial_011.wav,03,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_03_1339,nibs_stage_1,3.2.3,59.98975928601055,
