run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,filename,the_end_text.started,the_end_text.stopped,the_end_text.text,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
,,,,,,,,,,,,0,0,0,0,,59.05925107002258,None,59.039783072471614,61.04275298118591,"Doris ist leider zu spät gekommen, die Apotheke hat heute schon geschlossen.",60.44271802902222,78.04366397857666,61.84280297756195,None,74.62683985233306,None,76.02688193321228,78.0270049571991,./data/Subject_09/Session_00/Exp_data/2020_Jul_29_1839/rec_cali_de_post_trial_000.wav,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
,,,,,,,,,,,,1,0,1,0,,81.07700395584106,None,81.06298706531524,83.07703495025635,Jede Münze hat zwei Seiten.,82.4437620639801,100.04503107070923,83.84396193027496,None,96.64466688632965,None,98.04519510269165,100.04503107070923,./data/Subject_09/Session_00/Exp_data/2020_Jul_29_1839/rec_cali_de_post_trial_001.wav,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
,,,,,,,,,,,,2,0,2,0,,103.09476399421692,None,103.08071300983428,105.09488415718079,Der Ton macht die Musik.,104.4614360332489,122.06244611740112,105.86153099536895,None,118.6623220205307,None,120.0622570514679,122.06244611740112,./data/Subject_09/Session_00/Exp_data/2020_Jul_29_1839/rec_cali_de_post_trial_002.wav,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
,,,,,,,,,,,,3,0,3,0,,125.11259508132935,None,125.09823701381683,127.11272501945496,"Ich möchte dich nicht täuschen, also werde ich dir die Wahrheit sagen.",126.49593710899353,144.09695196151733,127.89621303081512,None,140.69676492214202,None,142.0967481136322,144.09695196151733,./data/Subject_09/Session_00/Exp_data/2020_Jul_29_1839/rec_cali_de_post_trial_003.wav,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
,,,,,,,,,,,,4,0,4,0,,147.1305170059204,None,147.11623809337615,149.13046193122864,"Ich heiße Tibor, wie ist dein Name?",148.51385116577148,166.11487698554993,149.91387293338775,None,162.69785401821136,None,164.09813499450684,166.0981080532074,./data/Subject_09/Session_00/Exp_data/2020_Jul_29_1839/rec_cali_de_post_trial_004.wav,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
,,,,,,,,,,,,5,0,5,0,,169.14847898483276,None,169.1338600873947,171.1483941078186,Im Herbst fallen die Blätter von den Bäumen.,170.53163194656372,188.13269805908203,171.93168590068817,None,184.7157840490341,None,186.11584496498108,188.11598300933838,./data/Subject_09/Session_00/Exp_data/2020_Jul_29_1839/rec_cali_de_post_trial_005.wav,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
,,,,,,,,,,,,6,0,6,0,,191.16621804237366,None,191.15178797245025,193.16613602638245,Durch die Klimaveränderung steigen die Temperaturen auf der Erde.,192.54952907562256,210.15045309066772,193.9495239019394,194.94964408874512,206.75036499500274,None,208.1507430076599,210.15045309066772,./data/Subject_09/Session_00/Exp_data/2020_Jul_29_1839/rec_cali_de_post_trial_006.wav,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
,,,,,,,,,,,,7,0,7,0,,213.18394708633423,None,213.16963002681732,215.18408107757568,"In der Schule lernen die Kinder lesen, schreiben und rechnen.",214.56739401817322,232.16842699050903,215.96746490001678,216.96742916107178,228.75151488780975,None,230.15157198905945,232.15184807777405,./data/Subject_09/Session_00/Exp_data/2020_Jul_29_1839/rec_cali_de_post_trial_007.wav,,,,09,00,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_29_1839,nibs_stage_1,3.2.3,59.98761432790566,
