pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,5.551811933517456,None,10.536147832870483,None,16.319828987121582,39.32089900970459,16.319828987121582,39.32089900970459,16.31992313861847,None,39.70426797866821,None,82.92305183410645,None,82.92306516170501,84.92315793037415,85.30650687217712,99.3064329624176,99.70722315311431,100.70768189430237,109.5077011346817,110.5077497959137,110.90775084495544,112.90786290168762,./data/Subject_01/Session_01/Exp_data/rec_cali_de_pre_trial_000.wav,01,01,,,2020_Mär_03_1827,nibs_stage_1,3.2.3,60.12037537393338,
