pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,6.821087121963501,None,11.805479049682617,None,16.805155992507935,36.80805706977844,16.805155992507935,36.80805706977844,16.805100893974306,36.80805706977844,39.774710178375244,None,44.92413401603699,None,44.92406604290009,None,,,,,,,,,
