instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
5.552371978759766,None,10.537640810012817,None,12.27029299736023,32.270649909973145,12.27029299736023,32.270649909973145,12.270213055610657,32.270649909973145,35.238483905792236,None,,,,,,,,,
