pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,,,,,5.416863918304443,None,5.416863918304443,None,5.4169971466064455,None,,,,,,,,,
