pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,6.33631706237793,None,11.32100510597229,None,12.887683153152466,None,12.870412492752074,14.871097087860107,15.271090459823608,None,29.671885442733764,30.671934127807617,39.45577759742737,40.45586800575256,40.85588097572327,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_000_trial_000.wav,01,01,,,2020_Mar_03_1040,nibs_stage_1,3.2.3,59.90895755399485,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mar_03_1040,nibs_stage_1,3.2.3,59.90895755399485,
