pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,,,,,5.2345640659332275,None,10.219250202178955,None,10.85243821144104,20.852720022201538,22.6525661945343,None,,,,,,,,,
