pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,5.548012018203735,None,10.531032085418701,None,,,,,,,,,
