pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,5.358704090118408,None,10.344066143035889,None,10.960803031921387,None,10.960790586471557,None,11.544185161590576,25.9448561668396,28.945009660720824,29.94534206390381,37.94549961090088,38.94549822807312,38.94549822807312,40.94573712348938,./data/Subject_01/Session_01/Exp_data/rec_cali_de_pre_trial_000.wav,01,01,,,2020_Feb_27_1948,nibs_stage_1,3.2.3,59.92581966978894,
