pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,,,,,5.761738061904907,None,10.74739408493042,None,,,,,,,,,
