pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Pause_cont.started,Pause_cont.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio_close.started,RS_intro_audio_close.stopped,RS_intro_cont.started,RS_intro_cont.stopped,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,6.54729700088501,None,11.531803131103516,None,13.84970998764038,None,41.5190110206604,55.53447699546814,41.5190110206604,55.53447699546814,41.51608624458313,None,55.50266408920288,None,56.686811208724976,66.7018370628357,66.67067098617554,None,69.83400297164917,101.85388398170471,69.83400297164917,101.85388398170471,69.83362860679627,None,101.80317497253418,None,103.53629899024963,128.53793811798096,103.5345458984375,None,104.11903324127198,None,118.52066626548768,None,127.52144017219544,128.5219371318817,127.52197504043579,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_000_trial_000.wav,01,01,,,2020_Feb_27_2106,nibs_stage_1,3.2.3,60.09367285564666,
,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7393569946289,157.74080801010132,132.72194452285768,None,133.32095828056336,None,147.72215929031373,None,156.7225371837616,None,156.72349405288696,132.7393569946289,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_000_trial_001.wav,01,01,,,2020_Feb_27_2106,nibs_stage_1,3.2.3,60.09367285564666,
,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,161.9580361843109,186.97458720207214,161.94088492393493,None,162.55818738937378,None,176.9398952960968,None,185.93984832763672,None,185.95705318450928,161.9580361843109,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_000_trial_002.wav,01,01,,,2020_Feb_27_2106,nibs_stage_1,3.2.3,60.09367285564666,
