text_2.started,text_2.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue.started,Continue.stopped,Recording.started,Recording.stopped,session,participant,date,expName,psychopyVersion,frameRate,
6.78295111656189,None,10.966483116149902,None,10.966483116149902,None,10.94990439414978,None,24.950690031051636,None,None,None,,,,,,,
