text_2.started,text_2.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue.started,Continue.stopped,Recording.started,Recording.stopped,session,participant,date,expName,psychopyVersion,frameRate,
6.799801301956177,None,6.816914081573486,None,6.816914081573486,None,6.799801301956177,None,20.801027846336364,None,None,None,,,,,,,
