pre_block.thisRepN,pre_block.thisTrialN,pre_block.thisN,pre_block.thisIndex,text_2.started,text_2.stopped,Continue_ins.started,Continue_ins.stopped,Title.started,Title.stopped,RS_text.started,RS_text.stopped,RS_close.started,RS_close.stopped,Continue_rsintro.started,Continue_rsintro.stopped,RS_rec_txt.started,RS_rec_txt.stopped,text.started,text.stopped,cont_rsrec.started,cont_rsrec.stopped,Cali_intro_txt.started,Cali_intro_txt.stopped,Cali_DE_5.started,Cali_DE_5.stopped,cont_de.started,cont_de.stopped,Sentence_de.started,Sentence_de.stopped,mt_pre_beep_start_1.started,mt_pre_beep_start_1.stopped,filename,mt_pre_beep_end_1.started,mt_pre_beep_end_1.stopped,cont_de_2.started,cont_de_2.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,6.807168006896973,None,11.790889024734497,None,16.37447500228882,30.408509969711304,16.37447500228882,30.408509969711304,16.357760167121885,None,30.358540058135986,None,31.525282859802246,41.592320919036865,40.52594804763794,41.592320919036865,41.54259896278381,None,44.027775049209595,67.1108250617981,44.00960228443146,None,67.04414892196655,None,74.17745804786682,94.26208305358887,84.16148502826691,85.1784360408783,data/rec_cali_de_pre.wav,,,,,001,,2019_Dec_28_2111,vvk,3.2.3,60.029425740080256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.16209013462067,94.19524788856506,94.19524788856506,None,,,,,,,
