pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,6.678449869155884,None,11.664087057113647,None,13.013273000717163,33.015056848526,13.013273000717163,33.015056848526,13.014039945602416,33.015056848526,35.9818389415741,None,38.38216185569763,None,38.380783033370975,None,56.36120314598084,None,65.36678810119629,66.36679005622864,,,,,,,,,
