pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,6.753456115722656,None,11.737536191940308,None,12.837433099746704,35.83855414390564,12.837433099746704,35.83855414390564,12.837510538101196,None,36.20525002479553,None,39.53909707069397,None,39.53781957626343,41.53890109062195,41.92221713066101,55.93873310089111,56.32211441993714,57.33880305290222,None,None,None,None,./data/Subject_01/Session_01/Exp_data/rec_cali_de_pre_trial_000.wav,01,01,,,2020_Mar_03_1112,nibs_stage_1,3.2.3,59.995937622479246,
