pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,1,0,1,0,3,0,3,0,5.803140163421631,None,10.785974025726318,None,16.11945414543152,None,16.102724289894102,18.102822065353394,18.502923560142516,24.11989402770996,32.903817486763,33.9036750793457,42.704099488258365,43.70415902137756,44.10416316986084,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_02_block_001_trial_003.wav,01,01,,,2020_Mar_03_1525,nibs_stage_1,3.2.3,59.98435428533836,
,,,,2,0,2,0,1,0,1,0,4,0,4,0,,,,,46.087311029434204,None,46.07099635601044,48.071439027786255,48.472019505500796,54.08899807929993,62.872001481056216,63.889525175094604,72.6556714296341,73.67186903953552,74.05574202537537,76.05592012405396,./data/Subject_01/Session_01/Exp_data/rec_QA_run_02_block_001_trial_004.wav,01,01,,,2020_Mar_03_1525,nibs_stage_1,3.2.3,59.98435428533836,
,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mar_03_1525,nibs_stage_1,3.2.3,59.98435428533836,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mar_03_1525,nibs_stage_1,3.2.3,59.98435428533836,
,,,,3,0,3,0,0,0,0,0,0,0,0,0,,,,,76.10591912269592,None,76.10592529773713,78.1233479976654,78.48932654857636,84.12443208694458,92.88947350978852,93.9075779914856,102.7070904493332,None,104.10750317573547,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_000.wav,01,01,,,2020_Mar_03_1525,nibs_stage_1,3.2.3,59.98435428533836,
