pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_intro_cont.started,RS_intro_cont.stopped,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,fade_in_text.started,fade_in_text.stopped,Cali_de_post_intro_title.started,Cali_de_post_intro_title.stopped,Cali_de_post_intro_text.started,Cali_de_post_intro_text.stopped,Cali_de_post_intro_audio.started,Cali_de_post_intro_audio.stopped,Cali_de_post_intro_cont.started,Cali_de_post_intro_cont.stopped,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,text_3.started,text_3.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,2,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_02_block_000_trial_000.wav,522.4230761528015,536.4237141609192,522.4230761528015,536.4237141609192,522.421788430214,None,536.8225131034851,None,538.44047498703,548.4409379959106,550.2398431301117,None,555.0080120563507,587.0094940662384,555.0080120563507,587.0094940662384,554.9900505304337,None,587.3916130065918,None,605.1604199409485,None,605.1426634550095,607.1437909603119,607.5438053369522,613.1607959270477,621.9447865247727,622.9445331096649,631.744961476326,632.7453780174255,633.143816947937,None,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,2,0,2,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_02_block_001_trial_000.wav,,,,,,,,,,,,,,,,,,,,,635.1618709564209,None,635.1451434850693,637.1452140808105,637.5452513456345,643.1622290611267,651.9459273576737,None,661.7463364362717,None,663.1463551521301,None,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.1635401248932,675.1636209487915,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,3,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_000.wav,757.1012990474701,771.1017220020294,757.1012990474701,771.1017220020294,757.0998525381088,None,771.500529050827,None,807.7036380767822,817.7039959430695,819.4862289428711,None,831.0547671318054,863.0562510490417,831.0547671318054,863.0562510490417,831.036759352684,None,863.4383680820465,None,884.9075510501862,None,884.889417386055,886.8907220363617,887.290766453743,892.907881975174,901.691342329979,902.6913549900055,911.4917874097824,None,912.8919680118561,None,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,3,0,3,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_000.wav,,,,,,,,,,,,,,,,,,,,,914.9087579250336,None,914.8919584512711,916.892254114151,917.2921924352646,922.9090130329132,931.6929573774338,932.6928479671478,941.4932675123215,942.493381023407,942.8933429718018,None,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_cali_de_post_trial_000.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.9101340770721,967.9112269878387,944.9101340770721,967.9112269878387,944.9101018428803,None,968.310271024704,None,992.8795099258423,None,992.8613605260849,994.8626720905304,995.2462220191956,1009.2467300891876,1009.6469404459,None,1019.4472105264664,None,1020.8472831249237,1022.8473370075226,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.8972661495209,None,,,,,,,,,
