pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_intro_cont.started,RS_intro_cont.stopped,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,fade_in_text.started,fade_in_text.stopped,Cali_de_post_intro_title.started,Cali_de_post_intro_title.stopped,Cali_de_post_intro_text.started,Cali_de_post_intro_text.stopped,Cali_de_post_intro_audio.started,Cali_de_post_intro_audio.stopped,Cali_de_post_intro_cont.started,Cali_de_post_intro_cont.stopped,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,text_3.started,text_3.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,,,,,6.246011018753052,None,11.231050968170166,None,11.79793095588684,34.79885506629944,11.79793095588684,34.79885506629944,11.797542548179626,None,35.18219804763794,None,37.982197999954224,None,37.98217151165009,39.9822781085968,40.36561608314514,54.366312980651855,54.76630852222443,55.76637411117554,64.56698439121246,None,65.96688413619995,67.9670090675354,./data/Subject_01/Session_01/Exp_data/rec_cali_de_pre_trial_000.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_000_trial_000.wav,112.21955013275146,126.21988415718079,112.21955013275146,126.21988415718079,112.21920249462127,None,126.61879014968872,None,129.90366911888123,139.90391397476196,141.70287895202637,None,148.0711760520935,180.0728521347046,148.0711760520935,180.0728521347046,148.05325744152069,None,180.45483207702637,None,181.7561640739441,None,181.73825237751007,183.7395350933075,184.13994047641754,189.75651001930237,198.54039332866668,None,208.3406405210495,209.3406789302826,209.7407021522522,None,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_001_trial_000.wav,,,,,,,,,,,,,,,,,,,,,211.75755906105042,None,211.7574607849121,213.75759506225586,214.12428543567657,219.7412121295929,228.52496645450591,229.5251920223236,238.3254854440689,239.32550501823425,239.7255139350891,241.72565913200378,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_000.wav,295.5951039791107,309.595664024353,295.5951039791107,309.595664024353,295.59396932125094,None,309.9945640563965,None,311.979120016098,321.9796199798584,323.77864599227905,None,326.71323704719543,358.71475100517273,326.71323704719543,358.71475100517273,326.69540045261385,None,359.0969841480255,None,359.89819598197937,None,359.88040754795077,361.88162899017334,362.2815963983536,367.8985641002655,376.6823694467545,None,386.48282954692843,None,387.88293504714966,None,243.77596402168274,253.77634716033936,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_000.wav,,,,,,,,,,,,,,,,,,,,,389.899698972702,None,389.8830275297165,391.88308906555176,392.2831103563309,397.90005898475647,406.6838843584061,None,416.48432133197787,417.4845280647278,417.8843710422516,None,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,,2020_Mär_03_1940,nibs_stage_1,3.2.3,59.99336316096623,
