pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,5.984034061431885,None,5.9838512420654295,6.584131956100464,6.567410945892334,20.968963146209717,23.96908633708954,32.98599314689636,33.002650427818295,34.00358009338379,33.96989893913269,35.969496965408325,./data/Subject_01/Session_01/Exp_data/rec_cali_de_pre_trial_000.wav,01,01,,,2020_Mar_01_1813,nibs_stage_1,3.2.3,59.94671789066877,
