pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,6.5109779834747314,None,11.495749950408936,None,,,,,,,,,
