pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,6.315234899520874,None,11.299367904663086,None,16.9163019657135,39.91742992401123,16.9163019657135,39.91742992401123,16.9162180185318,None,40.316675901412964,None,,,,,,,,,
