run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio_close.started,RS_intro_audio_close.stopped,RS_intro_cont.started,RS_intro_cont.stopped,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,5.826846122741699,None,10.812400102615356,None,43.16392397880554,57.16470408439636,43.16392397880554,57.16470408439636,43.16392228603363,None,57.14798712730408,None,60.89823508262634,70.89936900138855,70.8654100894928,None,,,,,,,,,
