pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,4.534801959991455,None,9.518956899642944,None,,,,,,,,,
