pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,6.371232032775879,26.373064041137695,6.371232032775879,26.373064041137695,6.3543809890747065,26.356652975082397,29.3398540019989,None,32.13969111442566,57.14144992828369,32.13919892311096,35.14030694961548,35.123619604110715,39.123708963394165,47.12408261299133,48.124253034591675,56.10784940719604,None,56.10789608955383,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_000_trial_000.wav,01,01,,,2020_Mar_01_1714,nibs_stage_1,3.2.3,60.05323360503757,
,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,61.32453107833862,86.32615208625793,61.30822458267212,64.30832004547119,64.30833344459533,68.30852699279785,76.30886559486389,77.30912804603577,85.30937938690185,86.30971908569336,85.30961298942566,61.32453107833862,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_000_trial_001.wav,01,01,,,2020_Mar_01_1714,nibs_stage_1,3.2.3,60.05323360503757,
