pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.14293098449707,None,13.14278793334961,None,44.76258897781372,64.76272082328796,44.76258897781372,64.76272082328796,44.762836122512816,64.76272082328796,67.76118993759155,None,67.79404091835022,None,67.777836227417,None,68.37814998626709,82.77857804298401,85.77820529937745,None,94.76448121070862,None,95.7807068824768,None,./data/Subject_01/Session_01/Exp_data/rec_cali_de_pre_trial_000.wav,01,01,,,2020_Feb_27_2232,nibs_stage_1,3.2.3,60.029425740080256,
1,0,1,0,,,,,,,,,,,,,97.79582500457764,None,97.79567613601685,None,98.3808798789978,112.79629588127136,115.77034225463868,None,124.79786624908448,None,125.7813868522644,127.78080701828003,./data/Subject_01/Session_01/Exp_data/rec_cali_de_pre_trial_001.wav,01,01,,,2020_Feb_27_2232,nibs_stage_1,3.2.3,60.029425740080256,
