pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_cont.started,Cali_de_pre_rec_cont.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,5.686483860015869,None,10.673007011413574,None,14.240412950515747,34.24088788032532,14.240412950515747,34.24088788032532,14.237238931655884,34.24088788032532,37.22288990020752,None,41.374773025512695,None,41.37308578491211,None,59.35723690986633,None,68.35771374702453,None,None,None,./data/Subject_01/Session_01/Exp_data/rec_cali_de_pre.wav,01,01,,,2020_Feb_26_2255,nibs_stage_1,3.2.3,59.627391355650055,
