instruction["text"].started,instruction["text"].stopped,instruction["cont"].started,instruction["cont"].stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
8.775185823440552,None,13.759521961212158,None,,,,,,,,,
