run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_pre_block.thisRepN,QA_pre_block.thisTrialN,QA_pre_block.thisN,QA_pre_block.thisIndex,pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,fade_in_text.started,fade_in_text.stopped,fade_in_cont.started,fade_in_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,5.440271854400635,None,10.42379379272461,None,,,,,001,001,,,2020_Jan_20_1648,nibs_stage_1,3.2.3,60.03200329765643,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,001,001,,,2020_Jan_20_1648,nibs_stage_1,3.2.3,60.03200329765643,
0,0,0,0,,,,,,,,,,,,,,,,,001,001,,,2020_Jan_20_1648,nibs_stage_1,3.2.3,60.03200329765643,
1,0,1,0,0,0,0,0,,,,,,,,,13.357025861740112,None,18.34093999862671,None,001,001,,,2020_Jan_20_1648,nibs_stage_1,3.2.3,60.03200329765643,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,001,001,,,2020_Jan_20_1648,nibs_stage_1,3.2.3,60.03200329765643,
1,0,1,0,,,,,,,,,,,,,,,,,001,001,,,2020_Jan_20_1648,nibs_stage_1,3.2.3,60.03200329765643,
2,0,2,0,0,0,0,0,,,,,,,,,45.492241859436035,None,50.492655992507935,None,001,001,,,2020_Jan_20_1648,nibs_stage_1,3.2.3,60.03200329765643,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,001,001,,,2020_Jan_20_1648,nibs_stage_1,3.2.3,60.03200329765643,
2,0,2,0,,,,,,,,,,,,,,,,,001,001,,,2020_Jan_20_1648,nibs_stage_1,3.2.3,60.03200329765643,
