instruction['text'].started,instruction['text'].stopped,instruction['cont'].started,instruction['cont'].stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
7.0671610832214355,None,12.068039894104004,None,,,,,,,,,
