run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_cont.started,Cali_de_pre_rec_cont.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,17.86394214630127,37.89814519882202,17.86385097503662,None,27.848150873184203,None,36.84891095161438,None,37.86550998687744,None,./data/Subject_001/Session_001/Exp_data/rec_cali_de_pre.wav,001,001,,,2020_Jan_03_1404,nibs_stage_1,3.2.3,59.9869279737072,
