run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_pre_block.thisRepN,QA_pre_block.thisTrialN,QA_pre_block.thisN,QA_pre_block.thisIndex,pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Pause_cont.started,Pause_cont.stopped,fade_in_text.started,fade_in_text.stopped,fade_in_cont.started,fade_in_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,5.559442043304443,None,10.542659044265747,None,10.576178073883057,None,,,,,001,001,,,2020_Jan_20_1609,nibs_stage_1,3.2.3,59.99842647864517,
0,0,0,0,1,0,1,0,,,,,,,,,12.29277515411377,None,,,,,001,001,,,2020_Jan_20_1609,nibs_stage_1,3.2.3,59.99842647864517,
0,0,0,0,,,,,,,,,,,,,,,,,,,001,001,,,2020_Jan_20_1609,nibs_stage_1,3.2.3,59.99842647864517,
,,,,,,,,,,,,,,,,,,15.226104974746704,None,20.22648000717163,None,,,,,,,,,
