instruction["text"].started,instruction["text"].stopped,instruction["cont"].started,instruction["cont"].stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
6.5537378787994385,None,11.537984848022461,None,12.570538997650146,35.607264041900635,12.570538997650146,35.607264041900635,12.554022741317748,None,35.607264041900635,None,,,,,,,,,
