run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_pre_block.thisRepN,QA_pre_block.thisTrialN,QA_pre_block.thisN,QA_pre_block.thisIndex,pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio_close.started,RS_intro_audio_close.stopped,RS_intro_cont.started,RS_intro_cont.stopped,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,Pause_cont.started,Pause_cont.stopped,fade_in_text.started,fade_in_text.stopped,fade_in_cont.started,fade_in_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,5.511070966720581,None,10.493776798248291,None,11.694060802459717,25.71134090423584,11.694060802459717,25.71134090423584,11.694734525680541,None,25.678088903427124,None,28.828210830688477,38.84529995918274,38.811885833740234,None,42.47975778579712,None,,,,,001,001,,,2020_Jan_20_1507,nibs_stage_1,3.2.3,60.03157368935554,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,47.96227788925171,None,,,,,001,001,,,2020_Jan_20_1507,nibs_stage_1,3.2.3,60.03157368935554,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,,,2020_Jan_20_1507,nibs_stage_1,3.2.3,60.03157368935554,
1,0,1,0,0,0,0,0,,,,,,,,,82.73102879524231,96.79859280586243,82.73102879524231,96.79859280586243,82.70135645866395,None,96.73202896118164,None,98.0318648815155,108.08249688148499,108.01571679115295,None,109.28250885009766,None,52.6292929649353,None,57.61287188529968,None,001,001,,,2020_Jan_20_1507,nibs_stage_1,3.2.3,60.03157368935554,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,115.84946584701538,None,,,,,001,001,,,2020_Jan_20_1507,nibs_stage_1,3.2.3,60.03157368935554,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,,,2020_Jan_20_1507,nibs_stage_1,3.2.3,60.03157368935554,
