instruction['text'].started,instruction['text'].stopped,instruction['cont'].started,instruction['cont'].stopped,Cali_de_pre_intro['title'].started,Cali_de_pre_intro['title'].stopped,Cali_de_pre_intro['text'].started,Cali_de_pre_intro['text'].stopped,Cali_de_pre_intro['audio'].started,Cali_de_pre_intro['audio'].stopped,Cali_de_pre_intro['cont'].started,Cali_de_pre_intro['cont'].stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
6.534046173095703,None,11.533915042877197,None,12.783919095993042,35.852784156799316,12.783919095993042,35.852784156799316,12.767267227172852,None,35.78718400001526,None,,,,,,,,,
