run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_cont.started,Cali_de_pre_rec_cont.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,5.808604001998901,None,10.792237043380737,None,12.10887885093689,35.110862016677856,12.10887885093689,35.110862016677856,12.092294359207154,None,35.09432888031006,None,37.99443602561951,58.01230001449585,37.99431934356689,None,47.97821226119995,None,56.978670263290404,None,57.97878694534302,None,./data/Subject_001/Session_001/Exp_data/rec_cali_de_pre.wav,001,001,,,2020_Jan_02_2245,nibs_stage_1,3.2.3,59.997396582084185,
